id,name,artists,time_signature,tempo,valence,liveness,instrumentalness,acousticness,speechiness,mode,loudness,key,energy,danceability
6il8lEcubWK2WqInJOxAdy,괜찮아 It's Fine,Urban Zakapa,4,126.149,0.264,0.0886,3.26e-05,0.862,0.0334,0,-6.663,0,0.277,0.367
1hFtgRDVJd32v8qgChl0LN,꿈 Dream,Urban Zakapa,4,127.938,0.335,0.382,4.16e-06,0.709,0.0346,1,-10.287,9,0.384,0.601
2nBzD0PlOaqqXMG63zTnTi,거꾸로 걷는다 Walk Backwards,Urban Zakapa,4,67.998,0.139,0.286,4.22e-06,0.646,0.028,1,-10.019,0,0.285,0.601
5SCa0H95ZeIw7LhE5GGSkQ,그냥 조금 Just a Little - Bonus Track,Urban Zakapa,4,94.006,0.274,0.35,0,0.827,0.0255,1,-7.28,7,0.357,0.669
6vc5ZI3LdfFxi16jpQ3C8y,재회 Coincidence,Urban Zakapa,4,89.99,0.359,0.073,0,0.719,0.0237,1,-5.56,6,0.414,0.542
4yqwi6XdqcAvdkfA8ok3pI,Breeze,Urban Zakapa,4,169.886,0.181,0.0997,0.000255,0.831,0.0294,1,-7.676,0,0.409,0.487
4rUpQLhZq5ITJtprD26c2y,내게 다시 I Still Believe,Urban Zakapa,4,97.889,0.441,0.24,0,0.591,0.0231,1,-6.824,0,0.486,0.64
628rDyGebd3wjtK1pQvAiY,똑같은 사랑 똑같은 이별 All the Same,Urban Zakapa,4,129.893,0.183,0.129,0,0.658,0.0271,1,-5.491,7,0.405,0.485
4GlbYhp8Mb350knWkuYG9F,Back in the Day,Urban Zakapa,4,82.061,0.48,0.124,0,0.811,0.0271,0,-6.004,3,0.289,0.549
1NYgSa5D8VLzTXPYDGzbue,No Love,Urban Zakapa,3,139.853,0.314,0.0978,0,0.595,0.0327,1,-6.718,10,0.338,0.581
5wx7C6DhdVFqFMPQdRP1T5,날아가다 Fly,Urban Zakapa,4,166.561,0.493,0.168,0,0.711,0.0359,1,-6.363,0,0.392,0.261
4ZqI9Ieug3lDAzN68jw60V,6월 14일 June 14th - Interlude,Urban Zakapa,4,146.497,0.364,0.156,0.893,0.989,0.0677,1,-22.734,0,0.218,0.371
2uXEhGJwQLC59864xnixur,허무하다 Emptiness,Urban Zakapa,4,125.985,0.194,0.311,3.9e-06,0.879,0.0299,1,-9.578,5,0.197,0.579
07dZJKtM0d3jGKkIVriSSW,문 Home,Urban Zakapa,3,115.946,0.312,0.069,0,0.959,0.0413,0,-10.019,9,0.172,0.733
5tSoicVgqkDebGV953qT06,니가 싫어 I Hate You,Urban Zakapa,4,80.004,0.26,0.133,0,0.291,0.0312,1,-6.968,2,0.38,0.629
0Icxc6arbOSRmfSdtQokxm,River,Urban Zakapa,4,171.746,0.284,0.0977,3.67e-06,0.897,0.039,1,-10.401,2,0.143,0.335
37ato9JpxggrmZsqaXa3qN,그날에 우리 My Love,Urban Zakapa,4,92.985,0.384,0.0742,0,0.68,0.0262,1,-5.855,5,0.482,0.627
3PX5Hkkhh4da6Sntk3LwYo,커피를 마시고 Coffee - Reprise,Urban Zakapa,4,98.015,0.773,0.17,0,0.661,0.0286,0,-8.228,5,0.479,0.714
7dy8twEJvaFhFeZDbOx35t,Butterfly (Fly Away),Urban Zakapa,4,129.927,0.683,0.519,0,0.555,0.0478,1,-7.627,7,0.461,0.751
0uBei0mZjRXDUlEUaLMCmJ,Crush - Reprise,Urban Zakapa,4,90.015,0.772,0.047,3.33e-05,0.565,0.0664,1,-6.07,7,0.797,0.653
51NTQCV8t4jFoFjSMWE2ZR,Inevitability - Reprise,Urban Zakapa,4,80.009,0.527,0.0522,0,0.235,0.052,0,-5.449,7,0.62,0.563
5Wu4PiWe9egBMAQSCyw2zt,이별을 건너다 Don't Make Me Cry,Urban Zakapa,4,143.49,0.268,0.109,0,0.534,0.0312,1,-5.593,1,0.512,0.391
1GBZG0kW2ZFXKKaB9R2x3S,Rainbow Ride - Prelude,Urban Zakapa,4,163.714,0.385,0.367,0.93,0.988,0.05,1,-22.232,6,0.193,0.533
4HHteZfwN6yoeKo3RVdJOX,Always Be Mine,Urban Zakapa,4,81.993,0.469,0.0974,0,0.549,0.0256,1,-7.729,6,0.396,0.587
2Pg5xAc8VPGC32CXEmzirS,그냥 그렇게 Crybaby,Urban Zakapa,4,91.964,0.291,0.254,0.00274,0.545,0.029,1,-7.779,2,0.51,0.623
5GwCqd53yoW38ZNk7wSu9K,어색한 로맨스 Cute Romance,Urban Zakapa,3,89.953,0.714,0.157,0,0.278,0.0571,0,-4.905,5,0.631,0.709
5aEfvLWEAH6Ij6M1SzGeg2,Driving To You,Urban Zakapa,4,98.167,0.559,0.224,0,0.253,0.0306,1,-6.179,7,0.561,0.616
7IHSeKpQseuMyiWttqwKm9,Love is all around - Reprise,Urban Zakapa,4,89.985,0.507,0.0722,0,0.722,0.0343,1,-5.65,6,0.574,0.671
7HR8tws8xlmRfrVyxwI8eF,우리 처음 만난 날 The Day We First Met,Urban Zakapa,4,82.049,0.33,0.0857,0,0.821,0.0306,1,-8.496,6,0.272,0.614
0nDHAVzxM4bNvdWgnOJFsK,흩날리다.. Petals - Interlude,Urban Zakapa,4,42.913,0.425,0.0969,0.947,0.979,0.104,1,-18.682,10,0.052,0.677
0HeDRJLg0Eano6EFPKz2an,봄을 그리다 One Spring Day,Urban Zakapa,4,139.582,0.302,0.104,0,0.864,0.0373,1,-7.218,5,0.292,0.498
7neOIVKDsLaUXV5y84jGuY,I Don't Love You,Urban Zakapa,4,146.661,0.271,0.102,4.37e-06,0.806,0.0318,1,-6.154,4,0.347,0.35
4dCfHu5sP9BD9TLFxZ2wnt,Always Wonder,Urban Zakapa,4,99.982,0.56,0.199,0.000264,0.434,0.0305,1,-5.725,8,0.594,0.612
08yaCsezo2JvEmaUuf0tm2,Everything Is Good,Urban Zakapa,4,100.98,0.589,0.366,0,0.506,0.0556,1,-7.657,1,0.41,0.748
0TDK7km9yrQfaOzCsh8Nap,Nearness Is To Love,Urban Zakapa,3,97.977,0.236,0.153,0,0.579,0.0309,1,-4.352,7,0.63,0.598
0jhMNE7VBQCeknmhzfgDyH,If You Still Love Me,Urban Zakapa,4,129.778,0.24,0.111,0.000246,0.946,0.0417,1,-15.882,0,0.104,0.604
